R21025-1_6_5,"You've offended me, if you want to stay in the inn in the future, you'll have to pay double the lodging fee!
Now, you get out of my sight——","เจ้าทำให้ข้าขุ่นเคือง ถ้าเจ้าต้องการที่จะพักในโรงเตี๊ยมในอนาคต เจ้าจะต้องจ่ายค่าที่พักสองเท่า!\nตอนนี้เจ้าออกไปให้พ้นหน้าข้าได้แล้ว——"
R21025-1_6_6,{yell}<size=110%>Get——!</size>,{yell}<size=110%>ออก——!</size>
R21025-1_6_7,{yell}<size=120%>Out——!</size>,{yell}<size=120%>ไป——!</size>
R21025-1_6_8,{yell}<size=150%>Now！！！</size>,{yell}<size=150%>เดี๋ยวนี้!!!</size>
R21025-1_6_9,"So a bad temper, she definitely can't get married...",อารมณ์ร้ายขนาดนี้ นางคงแต่งงานไม่ได้แน่นอน...
R21025-1_8_1,"{PlayerSurName}Young man, is there anything else you need?",หนุ่มน้อย{PlayerSurName} เจ้าต้องการอะไรอีกไหม?
R21025-1_9_1,"{PlayerSurName}Young man, 12 shichen have passed!
If you want to continue staying in the inn, you'll have to pay 200 wen.","หนุ่มน้อย{PlayerSurName} 12 ชั่วยามผ่านไปแล้ว!\nหากต้องการพักโรงเตี๊ยมต่อ เจ้าจะต้องจ่ายเงิน 200 อีแปะ"
R21025-2_1_1,"I'm grateful that the innkeeper is willing to take me in, I'm content even if I have to sleep on the floor.",ข้ารู้สึกขอบคุณที่เถ้าแก่เนี้ยยินดีรับข้าเข้าไป แม้จะต้องนอนบนพื้นก็ตามข้าก็พอใจแล้ว
R21025-2_1_2,"The floor of the inn is hard and uncomfortable, but you're too tired to care and fall asleep immediately.",พื้นโรงเตี๊ยมทั้งแข็งและไม่สบายตัว แต่เจ้าก็เหนื่อยเกินกว่าจะสนใจและหลับไปทันที
R21025-2_1_3,Three shichen later——,สามชั่วยามต่อมา——
R21025-2_1_4,It's dawn...,รุ่งเช้าแล้ว...
R21025-2_1_5,"Ah... I've been sleeping on the floor for so long, my back and waist are aching...",อ่า...ข้านอนบนพื้นมานานจนปวดหลังปวดเอวหมดแล้ว...
R21025-2_1_6,Boss Hua hasn't shown up for so long.,เถ้าแก่เนี้ยฮวาหายไปนานมากแล้ว
R21025-2_1_7,Stomach growling~,โครก~ คราก~
R21025-2_1_8,I'm hungry...,ข้าหิวแล้วแหะ.....
R21025-2_1_9,"While Boss Hua is not here, should I look for something to eat in the shop?",เถ้าแก่เนี้ยฮวาไม่อยู่ ข้าควรหาอะไรรองท้องในโรงเตี๊ยมดีไหมนะ?
R21025-2_2_1,Sleeping upstairs must be comfortable!,นอนชั้นบนก็ต้องสบายสิ!
R21025-2_2_2,Let's see what's there to eat...,มาดูกันว่ามีอะไรกินได้บ้าง...
R21025-2_2_3,"Wow, there's even Steamed bun!",โอ้โห มีหมั่นโถวด้วย!
R21025-2_3_1,Is there alcohol in this water?,น้ำนี้ผสมกับสุราหรือเปล่า?
R21025-2_4_1,I wonder if there's anything good to eat in the box...,ข้าอยากรู้ว่าในกล่องมีอะไรน่ากินบ้าง...
R21025-2_4_2,"{yell}You sneaky brat, what are you rummaging around for!",{yell}ไอ้สารเลว เจ้ากำลังทำอะไรลับๆ ล่อๆ อยู่!
R21025-2_4_3,"Hello, boss. I'm just too hungry so I am looking for something to eat",ไง เถ้าแก่เนี้ย ข้าแค่หิวมากไปหน่อย ข้าเลยหาอะไรรองท้องหน่อย
R21025-2_4_4,"Behave yourself in my shop!
If I catch you sneaking around again, I'll kick you out and you won't be allowed back in!","ในร้านของข้าทำตัวให้ดีๆ!\nถ้าข้าจับได้ว่าเจ้าแอบเข้ามาอีก ข้าจะเตะเจ้าออกไป และเจ้าจะไม่ได้รับอนุญาตให้กลับเข้ามาอีก!"
R21025-2_4_5,"Hehe, don't be angry, Boss Hua, it won't happen again.",แหะๆ เถ้าแก่เนี้ยฮวาอย่าได้มีน้ำโหเลย ข้ารับรองว่ามันจะไม่เกิดขึ้นอีก
R21025-2_6_1,"Why haven't you left yet, what are you doing hanging around in the shop?",ทำไมยังไม่ออกไปอีก จะมัวอยู่ในร้านทำไม?
R21025-2_6_2,"Thank you for letting me stay, Boss Hua. I should at least thank you before I leave.",ขอบคุณที่ให้ที่พักข้า เถ้าแก่เนี้ยฮวา อย่างน้อยข้าควรจะขอบคุณท่านก่อนจากไป
R21025-2_6_3,"That's polite, seems like you know the rules.
Oh, I bet you're hungry. There are <color=#c44b0e>steamed buns</color> on the stove. Help yourself.","เด็กดี เจ้ารู้กฎดีนี่\nอ๊ะ ถ้าเจ้าหิว บนเตามี<color=#c44b0e>หมั่นโถว</color>อยู่ เจ้าเอาไปกินเถอะ."
R21025-3_1_1,"I might stay in the village for a few days. During this time, I'll probably need to trouble you to take care of my food and accommodation.",ข้าจะพักที่หมู่บ้านสักสองสามวัน ข้าต้องรบกวนท่านเรื่องอาหารและที่พักแล้ว เถ้าแก่เนี้ยฮวา 
R21025-3_1_2,"No problem, as long as you have money.",ไม่มีปัญหา ตราบใดที่เจ้ามีเงินจ่าย ไม่มีปัญหาแน่นอน
R21025-3_1_3,"I'm new here and worried about money.
I'm so poor that I can't even afford to stay in your inn, Boss Hua.","ข้าเพิ่งมาถึงที่นี่ และมีปัญหาเรื่องเงิน\nตอนนี้ข้าจนมาก ไม่สามารถพักแรมที่โรงเตี๊ยมของท่านได้หรอกเถ้าแก่เนี้ยฮวา"
R21025-3_1_4,"There are so many ways to make money, you have hands and feet, how can you be starved to death?
If you want to know how to make money, go talk to <color=#c44b0e>Bao Dating</color> outside the door.","มีวิธีหาเงินตั้งมากมาย เจ้ามีมือมีเท้ายังไงก็ไม่อดตายหรอก\nหากเจ้าอยากรู้วิธีหาเงินล่ะก็ ลองไปถาม<color=#c44b0e>เปาต้าถิง</color>ที่อยู่หน้าประตูสิ"
R21025-3_2_1,"Your cooking skills are quite good in theory.
Why is this shop so deserted then?","รสชาติฝืมืออาหารของแม่นางอร่อยมาก\nแต่ทำไมร้านนี้จึงไม่ค่อยมีลูกค้า?"
R21025-3_2_2,"The world is not peaceful, and there are fewer travelers passing by.
The villagers in our village just come to the shop for a few drinks, who would stay for food and lodging?","แผ่นดินวุ่นวาย และมีนักเดินทางสัญจรไปมาน้อยลง\nชาวบ้านในหมู่บ้านเราแค่มาที่ร้านเพื่อดื่มนิดหน่อย ใครจะนั่งในร้านนานๆเพื่อจ่ายเงินแพงๆเล่า?"
R21025-3_2_3,"Our area hasn't been invaded by those barbarians from the north, has it?
Why do you say the world is not peaceful?","ดินแดนของเราไม่ได้ถูกรุกรานโดยคนป่าเถื่อนจากทางเหนือนี่นา?\nทำไมแม่นางถึงบอกว่าแผ่นดินวุ่นวายไม่สงบล่ะ?"
R21025-3_2_4,"Ever since the old emperor was taken away by the people of the Yan Kingdom,
Dukes and ministers started to justle for power, and it's a mess.","นับตั้งแต่อดีตฮ่องเต้ถูกชาวแคว้นเยี่ยนจับตัวไป\nอ๋องและเหล่าขุนนางต่างๆ ก็เริ่มต่อสู้เพื่อแย่งชิงอำนาจ และมันเกิดความวุ่นวายมาสักพักแล้ว"
R21025-3_2_5,"The emperor was taken away, but these people don't think about avenging the humiliation,
Instead, they fight for territory and conscript every day, so who would go out in such troubled times?","ฮ่องเต้ถูกจับตัวไป แต่ผู้คนเหล่านี้ไม่คิดที่จะล้างแค้นให้กับความอัปยศอดสูของพวกเขา\nตรงกันข้ามพวกเขากลับต่อสู้แย่งชิงดินแดนและเกณฑ์ทหารกันทุกวัน ดังนั้นใครจะอยากออกไปข้างนอกท่ามกลางความวุ่นวายเช่นนี้?"
R21025-3_3_1,"Sigh... The men in this world are so fickle. They only know how to deceive girls with their sweet words, but no loyalty.|I am very gentle. Please, don't believe the rumors.|Some people have use their talents to make a living. If you have a good relationship with them, ask them to teach you their special skills. Look at me, for example. I could share some <color=#c44b0e>cooking</color> techniques.",เฮ้อ... บุรุษในโลกนี้ ล้วนมากรักยิ่งนัก รู้แต่เพียงใช้ถ้อยคำปดล่อลวงสตรี|ข้าน่ะอ่อนโยนนักนะ เจ้าอย่าได้หลงเชื่อข่าวลือไป|บางคนมีวิชาความสามารถติดตัวที่ใช้เลี้ยงชีพ หากผูกมิตรไว้ให้ดี ย่อมมีโอกาสได้เรียนรู้วิชาของผู้นั้นได้ อย่างเช่นข้านั้นก็มีวิชาด้าน <color=#c44b0e>การปรุงอาหาร</color> อยู่บ้าง
R21025-3_4_1,"A long time ago, an old master felt it wouldn't be easy for a humble woman like me to run an inn alone. He taught me some basic martial arts for self-defense. |I used to belong to a reputable family, and my delicate hands did not experience many menial tasks. Sadly, in order to make a living here, those same hands have gotten quite rough over the years.",หลายปีก่อน มีอาจารย์เฒ่าท่านหนึ่งเห็นว่าข้าเป็นเพียงสตรีคอยค้ำจุนโรงเตี๊ยมด้วยความยากลำบาก จึงเคยถ่ายทอดวิชาหมัดมวยหยาบๆ ให้ข้าไว้ใช้ป้องกันตัวและรักษาชีวิต|เมื่อก่อนข้าเคยเป็นคุณหนูผู้ดี นิ้วมือมิเคยเปื้อนน้ำค้าง อนิจจา! บัดนี้เพื่อปากท้อง มือเรียวบางคู่นี้ก็หยาบกร้านขึ้นทุกที
R21025-3_5_1,"Hey, if you are stingy, I don't have the patience to chat with you.|You keep hitting on me, don't you think I will like you?",เฮ้ย! หากเจ้าจักมิยอมควักเงินแม้แต่แดงเดียว ข้าก็ไร้ความอดทนมาเสวนาด้วย!|เจ้ามาพร่ำวอนไม่หยุดหย่อนกับข้าเช่นนี้ หรือคิดว่าข้าจะชายตาแลเจ้ากัน?
R21025-3_6_1,"Sir, are you willing to leave me alone here?|I don't want to be separated from you, I want to stick to you all the time.",ท่าน เจ้าจะทิ้งข้าไว้ที่นี่คนเดียวไหม?|ข้าไม่อยากแยกจากเจ้า ข้าอยากอยู่ข้างเจ้าตลอดเวลา
R21025-3_7_1,"You left me behind, are you going to find other girls?!",เจ้าทิ้งข้าไว้ข้างหลัง นี่เจ้าจะไปหาหญิงอื่นหรือ?!
R21025-3_8_1,"In order to support this inn, I almost sold off the things I brought from my mother's house.",เพื่อจะสร้างโรงเตี๊ยมแห่งนี้ ข้าขายของที่นำมาจากบ้านของท่านแม่ไปเกือบหมดแล้ว
R21025-4_1_1,"{PlayerSurName} young man, there was a peculiar item in my dowry.
Thanks to your care, I'll sell it to you for 3 Guan.","หนุ่มน้อย{PlayerSurName} มีของสิ่งหนึ่งแปลกๆ อยู่ในสินสอดของข้า\nเพื่อเป็นการขอบคุณที่เจ้าดูแลข้า ข้าจะขายให้เจ้าในราคา 3 ตำลึง ก็พอ"
R21025-4_1_2,"You, you are married?!
Why can't I tell at all?","ท่าน.. ท่านเคยแต่งงานแล้วรึ!\nทำไมข้าไม่รู้มาก่อนเลย?"
R21025-4_1_3,"It's none of your business, just tell me if you want to buy this item or not.",ไม่ใช่เรื่องของเจ้า แค่บอกข้าว่าเจ้าต้องการซื้อของชิ้นนี้หรือไม่
R21025-4_1_4,I thought we were closer than this. I can't believe you're still charging me this much.,ข้านึกว่าเราสนิทกันแล้วซะอีก ท่านยังพูดเรื่องเงินๆทองๆกับข้าอยู่อีกเหรอ?
R21025-4_1_5,"Nonsense. Business is business and feelings are feelings.
This price is the lowest I am willing to go. If you don't want it, I will just pawn it for some money to buy more makeup.","ไร้สาระ เรื่องเงินก็ส่วนเรื่องเงิน เรื่องความรู้สึกก็ส่วนความรู้สึกสิ\nราคาแค่นี้ถ้าเจ้าไม่เอา ข้าก็จะเอาไปจำนำ จะได้เอาเงินมาซื้อเครื่องสำอาง"
R21025-4_1_6,"(Hua Siniang's dowry... I wonder what it is that she's so willing to part with it.
The price is not low, is this thing really worth it...)","(สินสอดของฮวาซื่อเหนียง...ข้าไม่รู้ว่ามันคืออะไร แต่นางก็เต็มใจที่จะขายมัน\nราคาไม่ใช่น้อยๆเลย มันจะคุ้มค่ามั้ยนะ)"
R21025-4_2_1,"{PlayerSurName} Young man, you are really generous!
There are still many good things in my dowry, why don't you take them all?","หนุ่มน้อย{PlayerSurName} ช่างใจกว้างนัก!""\nสินสอดของข้า ยังมีของดีอีกไม่น้อย ไยท่านไม่รับไว้ให้หมดสิ้นเล่า?"
R21025-4_2_2,"I want to be a hero, but not a sucker, you better find someone else.",ข้าอยากเป็นจอมยุทธ์ผู้ยิ่งใหญ่ หาใช่เป็นคนรับภาระต่อจากปัญหาของคนอื่น เจ้าจงไปหาผู้อื่นเถิด
R21025-4_2_3,{PlayerSurName}——{PlayerGivenName}！,{PlayerSurName}——{PlayerGivenName}！
R21025-4_2_4,"It's really scary, I dare not to make the shopkeeper angry next time.",น่ากลัวจริงๆ คราวหน้าไม่กล้าทำให้เถ้าแก่เนี้ยโกรธแล้ว
R21025-4_2_5,"But luckily, things are not broken.
These are worth a lot of money.","แต่ก็นับว่ายังดี ของเหล่านั้นมิได้เสียหาย\nของพวกนี้ล้วนมีราคาค่างวดไม่น้อยเลยทีเดียว"
R21025-4_3_1,"You really know how to bargain.
Well, who can blame me for liking you? Let's go with your price.","เจ้าช่างต่อรองเก่งเสียจริง!\nเอาเถิด ผู้ใดใช้ให้ข้าเห็นเจ้าแล้วถูกชะตาเล่า? เช่นนั้นก็เป็นไปตามที่เจ้าว่ามาก็แล้วกัน"
R21025-4_3_2,"Alas, there is not much left of the dowry I brought from home.",อนิจจา สินสอดที่ข้านำมาจากบ้านเหลือไม่มากแล้ว
R21025-4_4_1,"Humph, don't regret it!
Now even if you want it, I won't sell it to you.","ฮึ่ม อย่าเสียใจภายหลัง!\nตอนนี้ถึงแม้เจ้าต้องการมัน ข้าก็จะไม่ขายให้เจ้า"
R21025-4_4_2,"(Strange, why is there a vague sense of unease in my heart)",(น่าแปลก ทำไมลึกๆแล้วข้าถึงรู้สึกไม่ค่อยสบายใจกันนะ)
R21025-4_5_1,Don't keep me waiting too long.,อย่าปล่อยให้ข้ารอนานเกินไปล่ะ
R21025-4_6_1,"Have you collected enough money, are you going to buy it or not?",เจ้าเก็บเงินได้เพียงพอแล้ว จะซื้อหรือไม่?
M20500-12_0,"The opponent you need for the invitation here has been prepared for you, start the challenge now",ฝ่ายตรงข้ามที่เจ้าต้องรับมือเพื่อชิงเทียบเชิญนั้น บัดนี้ได้ถูกเตรียมพร้อมไว้ให้เจ้าแล้ว จงเริ่มการท้าทายได้เลย!
M20500-12_1,Jianghu Master,ผู้นำยุทธภพ
M20500-12_2,Jianghu Conqueror,จอมมารยุทธภพ
M20500-12_3,Added Jianghu Master line,เพิ่มเนื้อเรื่องหลัก ผู้นำยุทธภพ แล้ว
M20500-12_4,Added Jianghu Conqueror line,เพิ่มเนื้อเรื่องหลัก จอมมารยุทธภพ แล้ว
M20500-12_5,
M20500-12_6,"What's happening here, should I go and watch the excitement?",ที่นี่เกิดเรื่องอันใดขึ้น? ข้าควรไปดูความเป็นไปหรือไม่?
C20500-1_0,This woman is so pitiful,สตรีนางนี้น่าสงสารยิ่งนัก
C20500-1_1,Why is this lady in conflict with the people of Maiden House,แม่นางผู้นี้ไฉนจึงมีเรื่องกับคนของหอหมู่บุปผาเล่า?
C20500-1_2,There's not a single good person in Maiden House,คนของหอหมู่บุปผา ไม่มีผู้ใดดีสักคน!
C20500-1_3,Why isn't anyone stepping in to stop it,ไฉนจึงไม่มีผู้ใดขึ้นไปห้ามปรามเลยเล่า?
C20500-1_4,"If they keep fighting, someone is going to get killed",หากยังคงต่อสู้ต่อไป มีหวังถึงกับมีคนตายเป็นแน่!
C20500-1_5,Such a pitiful person,ช่างเป็นคนน่าสงสารยิ่งนัก
C20500-1_6,What on earth happened?,ตกลงแล้วเกิดเรื่องอันใดกันแน่?
C20500-1_7,This boy servant is really ruthless,เจ้าเด็กรับใช้นี่ช่างลงมือได้เหี้ยมโหดนัก!
C20500-1_8,Spineless bully,เจ้าคนอาศัยบารมีผู้อื่น!
C20500-1_9,Wuuuuuu...,ฮือฮือฮือฮือฮือ....
C20500-1_10,My life is so hard...,ชีวิตข้านี้ช่างอาภัพนัก...
C20500-1_11,"Get lost! If you don't, I'll kill you, you crazy woman!",รีบไสหัวไป! หากยังไม่ไป ข้าจะตีหญิงบ้าผู้นี้ให้ตายเสีย!
C20500-1_12,"I won't leave, I want to find my husband, please let him come out.",ข้าไม่ไป! ข้าจะตามหาสามีของข้า! ได้โปรดให้เขาออกมาเถิด!
C20500-1_13,"Still not leaving, huh! Don't blame me then.",ยังไม่ไปอีกรึ! เช่นนั้นก็อย่าหาว่าข้าใจร้ายแล้วกัน
C20500-1_14,"Ouch, it hurts!",โอ๊ย! เจ็บนะ!
C20500-1_15,{yell} Who threw something at me!,{yell}ใครบังอาจเอาของมาปาใส่ข้า!
C20500-1_16,Is this how Maiden House teaches you to treat guests?,นี่เป็นวิธีที่หอหมู่บุปผา สอนให้เจ้าปฏิบัติต่อแขกหรือ?
C20500-1_17,"I behaved improperly and disturbed Miss Qincheng, please punish me, Miss.",ข้าน้อยไร้ความสามารถ ทำการไม่ถูกครรลอง จนบังอาจรบกวนแม่นางชิงเฉิง ได้โปรดแม่นางลงทัณฑ์ด้วย!
C20500-1_18,"Old woman, your husband is not in Maiden House, he should have gone to Epiphyllum Valley, you go there to find him.",แม่เฒ่า! สามีของท่านมิได้อยู่ที่หอหมู่บุปผา ยามนี้เขาคงไปที่หุบเขาโบตั๋นแล้ว ท่านจงไปตามหาเขาที่นั่นเถิด
C20500-1_19,"You just want to send me somewhere else, so I won't interfere with your business.",เจ้าคิดจะส่งข้าไปที่อื่น เพื่อมิให้ขัดขวางการค้าของเจ้าใช่หรือไม่?
C20500-1_20,"That's all I have to say, believe it or not. Goodbye!",ข้ากล่าวเพียงเท่านี้ จะเชื่อหรือไม่ก็แล้วแต่เจ้า ส่งแขก!
C20500-1_21,"For the sake of Miss Qincheng, I won't make things difficult for you, please run away.",เห็นแก่แม่นางชิงเฉิง ข้าจะไม่รังแกเจ้าอีก เชิญจากไปได้แล้ว
C20500-1_22,"Epiphyllum Valley, Epiphyllum Valley...",หุบเขาโบตั๋น หุบเขาโบตั๋น.....
C20500-1_23,"I'll go to Epiphyllum Valley for a look, if I can't find him, I'll come back!",ข้าจะไปหุบเขาโบตั๋น ตามหาดูสักครา หากยังหาไม่พบ ข้าจะกลับมาที่นี่อีก!
C20500-1_24,"Disperse, disperse",แยกย้าย แยกย้าย
C20500-1_25,There's no good show to watch anymore.,การแสดงจบแล้ว
C20500-1_26,I also want to go to Snowflower Valley,ข้าก็อยากไปหุบเขาโบตั๋นเช่นกัน
C20500-1_27,Maybe there's a good show to watch in Snowflower Valley,ไม่แน่ว่าที่หุบเขาโบตั๋น อาจจะมีเรื่องน่าชมให้เห็นอีกก็เป็นได้
C20500-1_28,Who reported to the authorities?,ผู้ใดกันที่ไปแจ้งทางการ?
C20500-1_29,"Officer, it's just a small matter, I didn't expect to disturb you.",ท่านเจ้าหน้าที่! เพียงแค่เรื่องเล็กน้อยเท่านั้น คาดไม่ถึงว่าจะรบกวนท่าน
C20500-1_30,"Tell me, what's going on?",บอกข้ามา ว่าเกิดอะไรขึ้น?
C20500-1_31,"My husband hasn't returned from Maiden House for several days, so I came to look for him.",สามีของข้าไม่กลับจากหอหมู่บุปผามาหลายวันแล้ว ข้าจึงมาตามหาเขา
C20500-1_32,"Now I can't find him, and I've been beaten up, it's really hard...",บัดนี้ยังหาสามีไม่พบ ซ้ำยังถูกซ้อมอีก ช่างอาภัพนัก...
C20500-1_33,"Her man hasn't been in Maiden House for a long time, but she wouldn't listen and insisted on breaking in.",สามีของนางออกจากหอหมู่บุปผาไปนานแล้ว บอกนางก็ไม่เชื่อ กลับดื้อดึงจะบุกเข้าไปข้างในให้ได้
C20500-1_34,"What kind of place is our Maiden House, how can we let this old woman come and go as she pleases.",หอหมู่บุปผาของเราเป็นสถานที่แบบไหน เราจะปล่อยให้หญิงชราคนนี้ไปมาตามอำเภอใจได้อย่างไร
C20500-1_35,Do you know where her man has gone?,เจ้ารู้ไหมว่าคนของนางหายไปไหน?
C20500-1_36,He's currently having a great time in the <color=#c44b0e>Epiphyllum Valley</color> Adventure outside the city.,ยามนี้กำลังท่องราตรีอย่างสำราญอยู่ที่ <color=#c44b0e>หุบเขาโบตั๋น</color> นอกเมืองโน่น!
C20500-1_37,"If that's the case, why don't you go to Epiphyllum Valley to find him, instead of making a fuss here?",ถ้าเช่นนั้น ทำไมเจ้าจึงไม่ไปหาคนที่หุบเขาโบตั๋น แทนที่จะมาวุ่นวายอยู่ที่นี่เล่า?
C20500-1_38,Who knows if they're fooling me...,ผู้ใดจะรู้เล่า ว่าพวกเขากำลังหลอกลวงข้าอยู่หรือไม่...
C20500-1_39,How do you know you can't find him if you haven't gone? Stop making a fuss here and disturbing others' business!,เจ้ายังมิได้ไป ไฉนจึงรู้ว่าจักหาไม่พบ? อย่าได้มาพาลวุ่นวายอยู่ที่นี่อีกเลย มันรบกวนผู้อื่นทำมาค้าขาย!
