CharPropInfo_悟性,"Intelligence\nAffects Character's initial MP and Combo; The lower the Intelligence, the more <#29F161>initial MP</color> and <#29F161>Combo</color>; The higher the Intelligence, the more <#29F161>Attack</color> and <#29F161>Defense</color> increase when leveling up;\nIntelligence reaches 10 points to activate:\n【<#29F161>Genius</color>:<#F3DE99>Experience required to learn martial arts reduced by 30%, MP consumption reduced by 20% when using external skills</color>】\nIntelligence reaches 25 points to activate:\n【<#29F161>Unparalleled Insight</color>:<#F3DE99>Growth efficiency of all Skills increased by 50%</color>】","สติปัญญา\nส่งผลต่อค่าเริ่มต้นของ MP, การโจมตีต่อเนื่องของตัวละคร, ยิ่งค่าสติปัญญาต่ำ <#29F161>MP เริ่มต้น</color> และ <#29F161>การโจมตีต่อเนื่อง</color> จะยิ่งมากขึ้น, ยิ่งค่าสติปัญญาสูง <#29F161>พลังโจมตี</color>และ<#29F161>พลังป้องกัน</color>ก็ยิ่งเพิ่มมากขึ้นเมื่อเลเวลเพิ่ม\nสติปัญญาถึง 10 แต้ม จะเปิดใช้งาน:\n【<#29F161>อัจฉริยะ</color>:<#F3DE99>ค่าประสบการณ์ที่ใช้ในการเรียนรู้วรยุทธลดลง 30% การใช้ MP ลดลง 20% เมื่อใช้วรยุทธภายนอก</color>】\nสติปัญญาถึง 25 แต้ม จะเปิดใช้งาน:\n【<#29F161>ความเข้าใจไร้ผู้เปรียบ</color>:<#F3DE99>ประสิทธิภาพการเติบโตของวรยุทธทั้งหมดเพิ่มขึ้น 50%</color>】"
CharPropName_敏捷,Dexterity,คล่องแคล่ว
CharPropInfo_敏捷,"Dexterity\nAffects Character's Initial Action Point, Action Speed, Qinggong, Evasion;\nDexterity reaches 10 points to activate:\n【<#29F161>First Strike</color>:<#F3DE99>Start accumulating from 100 before each action</color>】\nDexterity reaches 25 points to activate:\n【<#29F161>Graceful as a Startled Swan</color>:<#F3DE99>Trigger Evasion when attacked, gain 150 points of Qi</color>】","คล่องแคล่ว\nส่งผลต่อค่าเริ่มต้นของ ค่าปราณเคลื่อนที่, ความเร็วท่าร่าง, วิชาตัวเบา, การหลบหลีก ของตัวละคร\nคล่องแคล่วถึง 10 แต้ม จะเปิดใช้งาน:\n【<#29F161>โจมตีก่อน</color>:<#F3DE99>ค่าปราณเคลื่อนที่เริ่มต้นที่ 100 ก่อนลงมือในทุกรอบ</color>】\nคล่องแคล่วถึง 25 แต้ม จะเปิดใช้งาน:\n【<#29F161>สง่างามราวกับหงส์</color>:<#F3DE99>เมื่อหลบหลีกได้หลังถูกโจมตี, ได้รับค่าปราณเคลื่อนที่ 150 แต้ม</color>】"
CharPropName_福缘,Luck,โชค
CharPropInfo_福缘,"Luck\nAffects Character's initial Critical, Evasion, Parry, Combo, Counter;\nLuck reaches 10 points to activate:\n【<#29F161>Lucky</color>:<#F3DE99>50% chance to drop an extra Item when killing an enemy</color>】\nLuck reaches 25 points to activate:\n【<#29F161>Blessed Heart</color>:<#F3DE99>Combo increases by 15%, Counter increases by 15%</color>】","โชค\nส่งผลต่อค่าเริ่มต้นของ คริติคอล, หลบหลีก, ปัดป้อง, โจมตีต่อเนื่อง, สวนกลับ ของตัวละคร \nโชคถึง 10 แต้ม จะเปิดใช้งาน:\n【<#29F161>โชคดี</color>:<#F3DE99>มีโอกาส 50% ที่จะดรอปไอเทมพิเศษเมื่อสังหารศัตรู</color>】\nโชคถึง 25 แต้ม จะเปิดใช้งาน:\n【<#29F161>อวยพรจากใจ</color>:<#F3DE99>โจมตีต่อเนื่องเพิ่มขึ้น 15%, โจมตีสวนกลับเพิ่มขึ้น 15%</color>】"
CharPropName_攻击,Attack,โจมตี
CharPropInfo_攻击,"Attack\nThe higher the Attack, the greater the damage caused.","พลังโจมตี\nยิ่งพลังโจมตีสูงเท่าไร ความเสียหายก็จะยิ่งมากขึ้นเท่านั้น"
CharPropName_防御,Defense,ป้องกัน
CharPropInfo_防御,"Defense\nThe higher the Defense, the less damage received from enemies.","พลังป้องกัน\nยิ่งพลังป้องกันสูงเท่าไร ความเสียหายที่คุณได้รับจากศัตรูก็จะน้อยลงเท่านั้น"
CharPropName_医术,Medical,วิชาแพทย์
CharPropInfo_医术,"Medical\nThe higher the Medical, the stronger the ""Heal"" and ""Regen"" effects, ""Heal"" and ""Regen"" can be obtained by learning special internal skills, maximum limit is 250 points, can be exceeded through traits and other effects.","วิชาแพทย์\nยิ่งค่าวิชาแพทย์สูง ประสิทธิภาพของการ ""รักษา"" และ ""ฟื้นฟู"" ก็ยิ่งมากขึ้นเท่านั้น สามารถเรียน ""รักษา"" และ ""ฟื้นฟู"" ได้โดยการเรียนรู้วิชากำลังภายในพิเศษ ค่าสูงสุดคือ 250 แต้ม สามารถเกินได้ผ่านคุณสมบัติและเอฟเฟกต์อื่น ๆ"
CharPropName_毒术,Toxicology,ศาสตร์พิษ
CharPropInfo_毒术,"Toxicology\nThe higher the Toxicology, the stronger the ""Poison"" and ""Detoxify"" effects, ""Poison"" and ""Detoxify"" can be obtained by learning special internal skills, maximum limit is 250 points, can be exceeded through traits and other effects.","ศาสตร์พิษ\nยิ่งศาสตร์พิษสูง ประสิทธิภาพของ ""พิษ"" และ ""ขจัดพิษ"" ก็ยิ่งมากขึ้นเท่านั้น สามารถเรียน ""พิษ"" และ ""ขจัดพิษ"" ได้โดยการเรียนรู้วิชากำลังภายในพิเศษ ค่าสูงสุดคือ 250 แต้ม สามารถเกินได้ผ่านคุณสมบัติและเอฟเฟกต์อื่น ๆ"
CharPropName_连击,Combo,โจมตีต่อเนื่อง
CharPropInfo_连击,"Combo\nThere is a chance to trigger an additional external skill damage when using external skills, but it will only cause 50% damage; increasing Level, Luck, reducing Intelligence, and comprehending Passive can increase Combo rate.","โจมตีต่อเนื่อง\nมีโอกาสทำให้เกิดความเสียหายจากวิชาภายนอกเพิ่มเติมเมื่อใช้วิชาภายนอก แต่จะทำให้เกิดความเสียหายเพิ่มเพียง 50% เท่านั้น การเพิ่มระดับ โชค การลดสติปัญญา และความเข้าใจพลังแฝง สามารถเพิ่มอัตราการโจมตีต่อเนื่องได้"
CharPropName_暗器,Throwing,อาวุธลับ
CharPropInfo_暗器,"Throwing\nCharacter can choose to Throw Item Attack, the higher the Throwing, the further the Throwing distance of the Attack, maximum limit is 250 points, can be exceeded through traits and other effects.","อาวุธลับ\nตัวละครสามารถเลือกที่จะใช้อาวุธลับโจมตี ยิ่งระดับอาวุธลับสูงเท่าไร ระยะการโจมตีของอาวุธลับก็จะยิ่งไกลออกไป ค่าสูงสุดคือ 250 แต้ม สามารถเกินได้ผ่านคุณสมบัติและเอฟเฟกต์อื่น ๆ"
CharPropName_拳掌,Fist,หมัด
CharPropInfo_拳掌,"Fist\nAffects the learning conditions of fist, palm, and finger martial arts. During external attacks, damage is increased or decreased based on the difference in Fist between the two parties.","หมัด\nส่งผลต่อเงื่อนไขการเรียนรู้ของวิชาหมัด ฝ่ามือ และดัชนี ในระหว่างการโจมตีภายนอก ความเสียหายจะเพิ่มขึ้นหรือลดลงตามความแตกต่างในระดับ หมัด ของทั้งสองฝ่าย"
CharPropName_御剑,Sword,กระบี่
CharPropInfo_御剑,"Sword\nAffects the learning conditions of sword martial arts. During external attacks, damage is increased or decreased based on the difference in Sword between the two parties.","กระบี่\nส่งผลต่อเงื่อนไขการเรียนรู้ของวิชากระบี่ ในระหว่างการโจมตีภายนอก ความเสียหายจะเพิ่มขึ้นหรือลดลงตามความแตกต่างในระดับ กระบี่ ของทั้งสองฝ่าย"
CharPropName_耍刀,Blade,ดาบ
CharPropInfo_耍刀,"Blade\nAffects the learning conditions of blade martial arts. During external attacks, damage is increased or decreased based on the difference in Blade between the two parties.","ดาบ\nส่งผลต่อเงื่อนไขการเรียนรู้ของวิขาดาบ ในระหว่างการโจมตีภายนอก ความเสียหายจะเพิ่มขึ้นหรือลดลงตามความแตกต่างในระดับ ดาบ ของทั้งสองฝ่าย"
CharPropName_长兵,Long,อาวุธยาว
CharPropInfo_长兵,"Long\nAffects the learning conditions of long weapons such as spears and sticks. During external attacks, damage is increased or decreased based on the difference in Long between the two parties.","อาวุธยาว\nส่งผลต่อเงื่อนไขเรียนรู้ของอาวุธยาว เช่น หอก และไม้เท้า ในระหว่างการโจมตีภายนอก ความเสียหายจะเพิ่มขึ้นหรือลดลงตามความแตกต่างในระดับ อาวุธยาว ของทั้งสองฝ่าย"
CharPropName_短兵,Short,อาวุธสั้น
CharPropInfo_短兵,"Short\nAffects the learning conditions of short weapons such as pens, fans, and daggers. During external attacks, damage is increased or decreased based on the difference in Short between the two parties.","อาวุธสั้น\nส่งผลต่อเงื่อนไขการเรียนรู้ของอาวุธสั้น เช่น ปากกา พัด และมีดสั้น ในระหว่างการโจมตีจากภายนอก ความเสียหายจะเพิ่มขึ้นหรือลดลงตามความแตกต่างในระดับ อาวุธสั้น ของทั้งสองฝ่าย"
CharPropName_乐器,Musical,ดนตรี
CharPropInfo_乐器,"Musical\nAffects the learning conditions of musical weapons such as lutes, flutes, and lutes. During external attacks, damage is increased or decreased based on the difference in Musical between the two parties.","ดนตรี\nส่งผลต่อเงื่อนไขเรียนรู้ของเครื่องดนตรี เช่น ผีผา ขลุ่ย และพิณ ในระหว่างการโจมตีภายนอก ความเสียหายจะเพิ่มขึ้นหรือลดลงตามความแตกต่างในระดับ ดนตรี ของทั้งสองฝ่าย"
CharPropName_最高专属值,Any external skill value,ค่าวิชาภายนอกใดๆ
CharPropName_轻功,Qinggong,วิชาตัวเบา
CharPropInfo_轻功,"Affects Character's Movement Range and Action Speed, increasing up to 7 squares of Movement Range and 15 points of Action Speed.",ส่งผลต่อระยะการเคลื่อนไหวและความเร็วท่าร่างของตัวละคร โดยเพิ่มระยะการเคลื่อนไหวสูงสุด 7 ช่อง และความเร็วท่าร่าง 15 แต้ม
CharPropInfo_移动,"Affects Character's Movement Range and Action Speed, increasing up to 7 squares of Movement Range and 15 points of Action Speed.",ส่งผลต่อระยะการเคลื่อนไหวและความเร็วท่าร่างของตัวละคร โดยเพิ่มระยะการเคลื่อนไหวสูงสุด 7 ช่อง และความเร็วท่าร่าง 15 แต้ม
CharPropName_集气速度,Action Speed,ท่าร่าง
CharPropInfo_集气速度,"Action Speed\nAffects the character's speed during combat.","ท่าร่าง\nส่งผลต่อความเร็วในการต่อสู้"
CharPropName_武学常识,Knowledge,ความเข้าใจวรยุทธ
CharPropInfo_武学常识,"Knowledge\nWhen attacking, if Knowledge is higher than the opponent, it increases self Accuracy and Critical, and decreases the opponent's Parry and Evasion. If Knowledge is lower than the opponent, it decreases self Accuracy and Critical, and increases the opponent's Parry and Evasion. The maximum limit of Knowledge is 500 points.","ความเข้าใจวรยุทธ\nเมื่อโจมตี หากมีความเข้าใจวรยุทธสูงกว่าคู่ต่อสู้ จะเพิ่มความแม่นยำและคริติคอลของตนเอง และลดการปัดป้อง และหลบหลีกของคู่ต่อสู้ หากความเข้าใจวรยุทธต่ำกว่าคู่ต่อสู้ จะลดความแม่นยำและคริติคอลของตนเอง และเพิ่มการปัดป้อง และหลบหลีกของคู่ต่อสู้ ค่าสูงสุดของความเข้าใจวรยุทธคือ 500 แต้ม"
CharPropName_实战能力,Combat,สู้จริง
CharPropInfo_实战能力,"<#EFD09F>Combat</color>, obtained by fighting important Characters;\nDuring combat, damage is increased or decreased based on the difference in Combat between the two parties;\nEvery 10 points difference increases or decreases damage by 1%;\nThe maximum limit for Combat is 500 points.","<#EFD09F>สู้จริง</color> ได้มาจากการต่อสู้กับตัวละครสำคัญ\nในระหว่างการต่อสู้ ความเสียหายจะเพิ่มขึ้นหรือลดลงตามความแตกต่างของค่าสู้จริงระหว่างทั้งสองฝ่าย\nความแตกต่างทุกๆ 10 แต้ม จะเพิ่มหรือลดความเสียหาย 1%\nขีดจำกัดสูงสุดสำหรับสู้จริงคือ 500 แต้ม"
CharPropName_命中,Accuracy,ความแม่นยำ
CharPropInfo_命中,"Accuracy\nAffects the probability of the character's Accuracy target. The actual Accuracy probability = self Accuracy - opponent's Evasion.","ความแม่นยำ\nส่งผลต่อโอกาสในการโจมตีโดนเป้าหมายของตัวละคร โดยคำนวณจาก โอกาสโจมตีโดน = ความแม่นยำของตนเอง - การหลบหลีกของคู่ต่อสู้"
CharPropName_闪避,Evasion,หลบหลีก
CharPropInfo_闪避,"Evasion\nAffects whether the character can evade the opponent's attack.","หลบหลีก\nส่งผลต่อโอกาสในการหลบเลี่ยงการโจมตีของคู่ต่อสู้"
CharPropName_暴击,Critical,คริติคอล
CharPropInfo_暴击,"Critical\nAffects the probability of the character triggering a Critical, which increases damage by an additional 50% when triggered.","คริติคอล\nส่งผลต่อโอกาสที่จะโจมตีติดคริติคอล ซึ่งจะสร้างความเสียหายเพิ่มเติมอีก 50% เมื่อติด"
CharPropName_格挡,Parry,ปัดป้อง
CharPropInfo_格挡,"Parry\nAffects the probability of the character triggering a Parry, which increases damage reduction by an additional 50% when triggered. After triggering a Parry, the opponent will not be able to trigger a Critical.","ปัดป้อง\nส่งผลต่อโอกาสที่ตัวละครจะทำการ ปัดป้อง ซึ่งจะลดความเสียหายลง 50% เมื่อติด หลังจากใช้ปัดป้องแล้ว คู่ต่อสู้จะไม่สามารถโจมตีติดคริติคอลได้"
CharPropName_战意,Spirit,พลังใจ
CharPropInfo_战意,"Both attacking and being attacked will gain Spirit value;\nThe gained Spirit is used for the release of ultimate moves;\nDifferent ultimate moves require different amounts of Spirit;\nSpirit will no longer be gained after reaching 250.","ทั้งการโจมตีและถูกโจมตีจะได้รับค่าพลังใจ\nพลังใจที่ได้รับจะถูกใช้เพื่อปล่อยวิชาไม้ตาย\nความแตกต่างของวิชาไม้ตายจะใช้พลังใจในปริมาณที่แตกต่างกัน\nพลังใจจะไม่ได้รับเพิ่มอีกเมื่อถึง 250"
CharPropName_怒气,Rage,โทสะ
CharPropInfo_怒气,Each hit can gain 10 Rage points; accumulating 50 Rage triggers Rage and Rage effects; Rage effects can reduce negative combat states and increase Action Speed; Rage effects can increase damage by 100% in the next action attack; Rage will no longer be gained after reaching 50.,ทุกครั้งที่คุณถูกโจมตี คุณจะได้รับ 10 แต้มโทสะ เมื่อโทสะถึง 50 แต้มจะกระตุ้นเอฟเฟกต์ความโกรธและความเข้าใจ เอฟเฟกต์ความโกรธสามารถลดสถานะการต่อสู้เชิงลบและเพิ่มความเร็วท่าร่าง เอฟเฟกต์ความโกรธสามารถเพิ่มความเสียหายได้ 100% ในการโจมตีครั้งถัดไป จะไม่ได้รับอีกต่อไปเมื่อระดับโทสะถึง 50
CharPropName_仁德,Benevolence,ศีลธรรม
CharPropInfo_仁德,"Benevolence\nKind-hearted and friendly to others. Reaching the upper limit of 100 activates <#29F161>Harmless</color>【<#F3DE99>Non-boss wild beasts in the wild will not actively attack you</color>】. Reaching the lower limit of -100 activates <#29F161>Infamy</color>【<#F3DE99>When you do evil, non-boss characters who are 15 levels lower than you will actively flee</color>】.","ศีลธรรม\nใจดีและเป็นมิตรกับผู้อื่น \nเมื่อถึงค่าสูงสุด  100 จะเปิดใช้งาน <#29F161>ไม่มีพิษภัย</color>【<#F3DE99>สัตว์ป่าที่ไม่ใช่ระดับหัวหน้าจะไม่โจมตีท่าน</color>】\nเมื่อถึงค่าต่ำสุด -100 จะเปิดใช้งาน <#29F161>น่ารังเกียจ</color>【<#F3DE99>เมื่อท่านทำสิ่งชั่วร้าย ตัวละครที่ไม่ใช่ระดับหัวหน้า ที่เลเวลต่ำกว่าคุณ 15 ระดับ จะหลบหนีคุณ</color>】"
CharPropName_义气,Righteous,คุณธรรม
CharPropInfo_义气,"Righteous\nWilling to take risks and self-sacrifice. Reaching the upper limit of 100 activates <#29F161>Virtuous</color>【<#F3DE99>Relations with other characters are increased by an additional 25% when improved</color>】. Reaching the lower limit of -100 activates <#29F161>Selfish</color>【<#F3DE99>Self EXP gain is doubled, but teammates' EXP gain is halved</color>】.","คุณธรรม\nยินดีรับความเสี่ยงและเสียสละตนเอง \nเมื่อถึงค่าสูงสุด  100 จะเปิดใช้งาน <#29F161>เปี่ยมคุณธรรม</color> 【<#F3DE99> ความสัมพันธ์กับตัวละครอื่น ๆ จะเพิ่มขึ้นอีก 25%</color>】 \nเมื่อถึงค่าต่ำสุด -100 จะเปิดใช้งาน <#29F161>เห็นแก่ตัว</color>【<#F3DE99>ได้รับค่าประสบการณ์ของตนเองเป็นสองเท่า แต่ค่าประสบการณ์ของเพื่อนร่วมทีมลดลงครึ่งหนึ่ง</color>】"
CharPropName_礼节,Propriety,มารยาท
CharPropInfo_礼节,"Propriety\nRespect others, be sincere and thoughtful.\nWhen the upper limit of 100 is reached, activate <#29F161>Courteous</color>【<#F3DE99>When meeting a non-enemy Character for the first time, if your Fame is lower than their Relations, it will increase by an additional 2 points. If it is higher, it will increase by an additional 2 points for each level higher</color>】.\nWhen the lower limit of -100 is reached, activate <#29F161>Uncivilized</color>【<#F3DE99>The effect of Gifts is only one-tenth of the Normal situation</color>】.","มารยาท\nปฏิบัติต่อผู้อื่นด้วยความเคารพและความจริงใจ \nเมื่อถึงค่าสูงสุด  100 จะเปิดใช้งาน <#29F161>สุภาพ</color>【<#F3DE99>เมื่อพบกับตัวละครที่ไม่ใช่ศัตรูเป็นครั้งแรก หากชื่อเสียงของคุณต่ำกว่าความสัมพันธ์ของพวกเขา ค่าชื่อเสียงจะเพิ่มขึ้นอีก 2 แต้ม หากสูงกว่านั้นจะเพิ่มขึ้นอีก 2 แต้มสำหรับแต่ละระดับที่สูงขึ้น</color>】 \nเมื่อถึงค่าต่ำสุด -100 จะเปิดใช้งาน <#29F161>หยาบคาย</color>【<#F3DE99>ประสิทธิภาพของการให้ของขวัญจะเหลือเพียงหนึ่งในสิบของสถานการณ์ปกติ</color>】"
CharPropName_智慧,Wisdom,ภูมิปัญญา
CharPropInfo_智慧,"Wisdom\nBe observant and act rationally.\nUpon reaching the upper limit of 100, activate <#29F161>Clever</color>【<#F3DE99>Intelligence+2</color>】.\nUpon reaching the lower limit of -100, activate <#29F161>Nitwit</color>【<#F3DE99>Luck+2</color>】.","ภูมิปัญญา\nสังเกตและปฏิบัติอย่างมีเหตุผล \nเมื่อถึงค่าสูงสุด  100 จะเปิดใช้งาน <#29F161>ชาญฉลาด</color>【<#F3DE99>สติปัญญา +2</color>】 \nเมื่อถึงค่าต่ำสุด -100 จะเปิดใช้งาน <#29F161>คนเขลา</color>【<#F3DE99>โชค +2</color>】"
CharPropName_信用,Trustworthy,ซื่อสัตย์
CharPropInfo_信用,"Trustworthy\nKeep your word and honor your commitments.\nUpon reaching the upper limit of 100, activate <#29F161>Sincere</color>【<#F3DE99>The value of our items increases by 50% during Trade</color>】.\nUpon reaching the lower limit of -100, activate <#29F161>Knockoff</color>【<#F3DE99>The price of the Item to Sell increases by 50%</color>】.","ซื่อสัตย์\nรักษาคำพูดและให้เกียรติคำมั่นสัญญาของคุณ \nเมื่อถึงค่าสูงสุด  100 จะเปิดใช้งาน <#29F161>จริงใจ</color>【<#F3DE99>มูลค่าของสิ่งของคุณเพิ่มขึ้น 50% เมื่อทำการแลกเปลี่ยน</color>】 \nเมื่อถึงค่าต่ำสุด -100 จะเปิดใช้งาน <#29F161>ย้อมแมว</color>【<#F3DE99>ราคาของสินค้าที่จะขายเพิ่มขึ้น 50%</color>】"
CharPropName_勇气,Courage,ความกล้าหาญ
CharPropInfo_勇气,"Courage\nBe adventurous and fearless.\nUpon reaching the upper limit of 100, activate <#29F161>Valiant</color>【<#F3DE99>Damage of Characters in the team increases by 15%</color>】.\nUpon reaching the lower limit of -100, activate <#29F161>Dependant</color>【<#F3DE99>For each surviving teammate in battle, your damage increases by 15%</color>】.","ความกล้าหาญ\nจงผจญภัยและกล้าหาญ \nเมื่อถึงค่าสูงสุด 100  จะเปิดใช้งาน <#29F161>ห้าวหาญ</color> 【<#F3DE99>ความเสียหายของตัวละครในกลุ่มเพิ่มขึ้น 15%</color>】 \nเมื่อถึงค่าต่ำสุด -100 จะเปิดใช้งาน <#29F161>ผู้พึ่งพา</color> 【<#F3DE99>พรรคพวกแต่ละคนที่ยังมีชีวิตในการต่อสู้ จะทำให้สร้างความเสียหายเพิ่มขึ้น 15%</color>】"
CharPropName_互搏,Combo,โจมตีต่อเนื่อง
CharPropInfo_互搏,"Combo\nAfter an Attack in battle, if a Counter is triggered, you can Attack again.","โจมตีต่อเนื่อง\nหลังจากการโจมตีในการต่อสู้ หากมีการสวนกลับ คุณสามารถโจมตีได้อีกครั้ง"
CharPropName_治疗解锁,Unlock Heal,ปลดล็อค รักษา
CharPropName_施毒解锁,Unlock Poison,ปลดล็อค พิษ
CharPropName_蓄力解锁,Unlock Charge,ปลดล็อค รวมปราณ
CharPropName_防御解锁,Unlock Defense,ปลดล็อค ป้องกัน
CharPropName_调息解锁,Unlock Regen,ปลดล็อค ฟื้นภายใน
CharPropName_解毒解锁,Unlock Detoxify,ปลดล็อค ขจัดพิษ
CharPropName_归元解锁,Unlock Regen,ปลดล็อค ฟื้นภายใน
CharPropName_轻身解锁,Unlock Speed Up,ปลดล็อค เร่งความเร็ว
CharPropName_D_Hp,HP,HP
CharPropName_D_Ep,MP,MP
CharPropName_D_Exp,EXP,ค่าประสบการณ์
CharPropName_B_NegPoison,Poisoned,ติดพิษ
CharPropName_B_NegInjure,Internal Injury,บาดเจ็บภายใน
CharPropName_B_NegSeal,Sealed,สกัดจุด
CharPropName_B_NegBleed,Bleeding,เลือดไหล
CharPropName_B_NegBlind,Blinded,ตาบอด
CharPropName_B_BattleWine,Number of drinks,จำนวนเครื่องดื่ม
CharPropName_B_BattleMedicine,Number of medicines taken,จำนวนยาที่ใช้
CharPropName_B_AccuAtk,Spirit,พลังใจ
CharPropName_B_AccuDef,Rage,โทสะ
CharPropName_T_队伍体力,Stamina,แรงกาย
CharPropName_T_队伍心情,Mood,อารมณ์
CharPropName_队伍体力,Stamina,แรงกาย
CharPropName_队伍心情,Mood,อารมณ์
CharPropName_等级,Level,ระดับ
CharPropName_体力,Stamina,แรงกาย
CharPropName_心情,Mood,อารมณ์
CharPropName_实战经验,EXP,ค่าประสบการณ์
CharPropInfo_实战经验,Experience required to upgrade martial arts.,ประสบการณ์ที่จำเป็นในการอัพเกรดวิทยายุทธ
CharPropName_击杀实战经验获得,Increases EXP from defeating enemies,ได้รับค่าประสบการณ์เพิ่มขึ้นจากการเอาชนะศัตรู
CharPropName_江湖历练,Jianghu Knowledge,ประสบการณ์ยุทธ
CharPropInfo_江湖历练,Experience required to upgrade Character.,ประสบการณ์ที่จำเป็นในการอัพเกรดตัวละคร
CharPropInfo_初始集气,"The higher the Initial Action Point, the greater the chance of going first in battle.",ยิ่งแต้มท่าร่างเริ่มต้นสูงเท่าใด โอกาสที่จะได้เป็นลงมือก่อนก็จะยิ่งมากขึ้นเท่านั้น
CharPropName_濒死效果,Near-death Status,สถานะใกล้ตาย
CharPropName_额外伤害系数,Increases Damage,เพิ่มความเสียหาย
CharPropName_内功加力触发,Probability of triggering internal force exertion,ความน่าจะเป็นที่จะทำให้เกิดการสำแดงกำลังภายใน
CharPropName_内功护体触发,Probability of triggering internal force protection,ความน่าจะเป็นที่จะทำให้เกิดการป้องกันกำลังภายใน
CharPropName_内力消耗,MP Cost,ค่าพลังภายใน
CharPropName_集气伤害,Reduce Action Point,ค่าปราณเคลื่อนที่ลดลง
CharPropName_战斗移动,Movement Range,ระยะการเคลื่อนที่
CharPropName_天赋气攻,Qi value,ค่าปราณเคลื่อนที่
CharPropName_天赋气防,Qi defense value,ค่าปราณป้องกัน
CharPropName_天赋伤害减免,Decreases Damage received,ความเสียหายที่ได้รับลดลง
CharPropName_天赋外功伤害,Increases Damage,เพิ่มความเสียหาย
CharPropName_天赋外功伤害_拳掌,Damage when using Fist techniques,ความเสียหายเมื่อใช้วิชาหมัด
CharPropName_天赋外功伤害_御剑,Damage when using Sword techniques,ความเสียหายเมื่อใช้วิชากระบี่
CharPropName_天赋外功伤害_耍刀,Damage when using Blade techniques,ความเสียหายเมื่อใช้วิชาดาบ
CharPropName_天赋外功伤害_长兵,Damage when using Long Weapon techniques,ความเสียหายเมื่อใช้วิชาอาวุธยาว
CharPropName_天赋外功伤害_短兵,Damage when using Short Weapon techniques,ความเสียหายเมื่อใช้วิชาอาวุธสั้น
CharPropName_天赋外功伤害_乐器,Damage when using Musical techniques,ความเสียหายเมื่อใช้วิชาดนตรี
CharPropName_天赋外功伤害_暗器,Damage when using Throwing weapons,ความเสียหายเมื่อใช้อาวุธลับ
CharPropName_失明命中锁定,Sure Hit,โจมตีโดนแน่นอน
CharPropName_初始中毒,Initial Poisoned,ค่าพิษเริ่มต้น
CharPropName_初始内伤,Initial Internal Injury,ค่าบาดเจ็บภายในเริ่มต้น
CharPropName_初始流血,Initial Bleeding,ค่าเลือดไหลเริ่มต้น
CharPropName_初始封穴,Initial Sealed,ค่าสกัดจุดเริ่มต้น
CharPropName_初始致盲,Initial Blinded,ค่าตาบอดเริ่มต้น
CharPropName_初始集气,Initial Action Point,ค่าปราณเคลื่อนที่เริ่มต้น
CharPropName_怒气获得,Spirit gained,ได้รับพลังใจ
CharPropName_战意获得,Rage gained,ได้รับค่าโทสะ
